Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Patrimonio S/.,Partícipes N,Años,Categoria,Fund id,Highest Return,Lowest Return,Avg Return (Arithmetic),Standard Deviation of Returns,Total Cumulative Return,Cumulative Return Period,Annualized Cumulative Return,CAGR,Sharpe Ratio,Risk
Fondo de Fondos,CREDICORP ACCIONES EUROPA,CREDIFONDO SAF,26/05/2017,$,162.12,0.0174,0.2146,-0.2655,0.2902,0.1404,0.364,-0.1207,0.0042,,,,50956886.26,849.0,7,Fondo de Fondos,168,0.364,-0.2655,0.08594666666666666,0.1987928235067297,0.6084320446229924,7.5,0.08112427261639898,0.06541881553910023,0.2284731145617169,Medium High
Fondo de Fondos,Credicorp Activos Preferentes,CREDIFONDO SAF,06/06/2018,$,121.59,0.0733,0.0709,-0.1028,0.0127,0.0406,0.147,-0.0309,,,,,79778512.84,504.0,6,Fondo de Fondos,169,0.147,-0.1028,0.03243076923076922,0.07467115645338715,0.20796946361621507,6.5,0.03199530209480232,0.029494410950365868,0.12714964386941932,Medium Low
Fondo de Fondos,CREDICORP DEUDA FLOTANTE,CREDIFONDO SAF,03/02/2017,$,127.32,0.0501,0.1029,-0.0382,0.0616,0.0066,0.0624,-0.0101,0.0144,,,,67396500.63,818.0,7,Fondo de Fondos,170,0.1029,-0.0382,0.033293333333333335,0.04306940284135724,0.269866395701674,7.5,0.03598218609355653,0.032367690272127936,0.28715722662056287,Low
Fondo de Fondos,CREDICORP DEUDA HIGH YIELD,CREDIFONDO SAF,03/02/2017,$,128.4,0.0524,0.1006,-0.0862,0.0227,0.0363,0.1245,-0.0235,0.0397,,,,142865029.35,707.0,7,Fondo de Fondos,171,0.1245,-0.0862,0.035533333333333326,0.06216892868985635,0.2806634266965196,7.5,0.037421790226202616,0.033533760823606595,0.2176933254089482,Medium Low
Fondo de Fondos,FdeF BBVA Apreciacion Capital,CONTINENTAL FM,24/01/2014,$,140.52,0.1036,0.1372,-0.094,0.0973,0.0387,0.0863,-0.0415,0.0894,-0.0017,-0.0638,0.0193,34983000.15,308.0,10,Fondo de Fondos,172,0.1372,-0.094,0.035314285714285715,0.07292269396416128,0.4004037051122046,10.5,0.038133686201162344,0.03259229727348645,0.1726800888578675,Medium Low
Fondo de Fondos,FdeF BBVA Generacion de Flujo,CONTINENTAL FM,03/01/2010,$,99.12,0.0268,0.0563,-0.143,0.0237,0.0309,-0.0078,-0.086,0.1234,0.2272,-0.2186,-0.069,28011895.79,171.0,14,Fondo de Fondos,173,0.2272,-0.2186,-0.0034380952380952323,0.11777730334342391,-0.10780152399507628,10.5,-0.010266811809054885,-0.010804697219641057,-0.26155036959725936,Medium
Fondo de Fondos,FdeF BBVA Preservacion Capital,CONTINENTAL FM,23/02/2010,$,106.35,0.0413,0.0452,-0.0085,-0.0039,0.0108,-0.0011,-0.0519,0.0464,0.0972,-0.1198,-0.0425,10296891.56,87.0,14,Fondo de Fondos,174,0.0972,-0.1198,0.0012571428571428555,0.05591465568034536,-0.004328679478743567,10.5,-0.00041225518845176823,-0.0004130646972777541,-0.36507538942877155,Medium Low
Fondo de Fondos,FdeF BTG Renta Internacional,BTG PACTUAL PERU SAF,16/10/2020,$,0.0,,,,,,,,,,,,3477147.58,12.0,4,Fondo de Fondos,175,,,,,,,,,,
Fondo de Fondos,-FdeF BTG Renta Internacional SERIE A,BTG PACTUAL PERU SAF,16/10/2020,$,111.61,0.0499,0.0823,-0.1451,0.1004,0.0437,,,,,,,,12.0,4,Fondo de Fondos,176,0.1004,-0.1451,0.029155555555555553,0.08821221493760108,0.11567365105064667,4.5,0.025705255789032593,0.02462233139274672,0.05240012844044821,Medium Low
Fondo de Fondos,-FdeF BTG Renta Internacional SERIE B,BTG PACTUAL PERU SAF,16/10/2020,$,110.52,,,,,0.0447,,,,,,,,2.0,4,Fondo de Fondos,177,0.0447,0.0447,0.0447,,0.04469999999999999,1,0.04469999999999999,0.04469999999999996,,
Fondo de Fondos,FdeF CC Acciones Innovacion,CREDIFONDO SAF,26/04/2021,$,111.6,0.2406,0.3933,-0.3891,0.0591,,,,,,,,60235823.31,612.0,3,Fondo de Fondos,178,0.3933,-0.3891,0.08682857142857144,0.2936184886681271,0.11836484559223606,3.5,0.03381852731206745,0.032478464855741684,0.04249890704207635,High
Fondo de Fondos,FdeF CRED ACC SECTOR SEGURID,CREDIFONDO SAF,10/02/2018,$,152.14,0.1256,0.1938,-0.3187,0.1894,0.2114,0.2859,-0.11,,,,,35687355.27,467.0,6,Fondo de Fondos,179,0.2859,-0.3187,0.08883076923076924,0.20069848978975507,0.5096169184674809,6.5,0.07840260284115091,0.06541292772502905,0.22627438688054943,High
Fondo de Fondos,FdeF Cred Renta Estrategica,CREDIFONDO SAF,13/02/2019,$,116.31,0.0407,0.0717,-0.0751,0.0158,0.0535,0.0523,,,,,,466086261.42,1014.0,5,Fondo de Fondos,180,0.0717,-0.0751,0.02889090909090909,0.04849595663472735,0.16165156956347332,5.5,0.029391194466086058,0.027618652976452385,0.15709872544295295,Low
Fondo de Fondos,FdeF IF Global Thematics,INTERFONDO,26/03/2021,$,57.95,0.2088,0.2148,-0.2744,0.0897,,,,,,,,14572192.3,358.0,3,Fondo de Fondos,181,0.2148,-0.2744,0.06825714285714286,0.19943721903580255,0.16108351636871704,3.5,0.04602386181963344,0.043596026874415106,0.11831305605088284,Medium High
Fondo de Fondos,FdF BBVA CONSERV GLO $,CONTINENTAL FM,06/06/2002,$,172.17,0.0415,0.0514,-0.0589,0.0144,0.0248,0.0584,,,,,,17176045.56,113.0,22,Fondo de Fondos,182,0.0584,-0.0589,0.02392727272727273,0.039165903749676524,0.13386463208892352,5.5,0.02433902401616791,0.023105029880635675,0.07927890290700414,Low
Fondo de Fondos,FdF BBVA Renta Fija Mcdo Emerg,CONTINENTAL FM,02/02/2024,$,107.05,0.0589,,,,,,,,,,,55313019.78,237.0,0,Fondo de Fondos,183,0.0589,0.0589,0.1178,,0.05890000000000001,0.5,0.11780000000000002,0.1212692099999999,,
Fondo de Fondos,FdF CC Acciones China,CREDIFONDO SAF,03/01/2021,$,55.55,0.1068,-0.2229,-0.3401,-0.0123,,,,,,,,5220723.93,93.0,3,Fondo de Fondos,184,0.1068,-0.3401,-0.13385714285714284,0.1754684771678145,-0.43940497207707563,3.5,-0.12554427773630733,-0.15241063741959837,-0.9825732815513543,Medium High
Fondo de Fondos,FdF CC Duración Objetivo Latam,CREDIFONDO SAF,05/10/2024,$,103.04,0.0269,,,,,,,,,,,197386368.12,455.0,0,Fondo de Fondos,185,0.0269,0.0269,0.0538,,0.026899999999999976,0.5,0.05379999999999995,0.054523609999999945,,
Fondo de Fondos,FDF CRED CAP VISION II,CREDIFONDO SAF,02/08/2016,$,143.29,0.072,0.0956,-0.1666,0.0513,0.0902,0.1531,-0.0816,0.111,0.0821,,,144809656.76,1188.0,8,Fondo de Fondos,186,0.1531,-0.1666,0.04789411764705882,0.09641084422550858,0.42828031395377425,8.5,0.050385919288679325,0.042829593462546,0.23679487142698102,Medium Low
Fondo de Fondos,FdF Cred. Tendencias Globales,CREDIFONDO SAF,19/10/2020,$,102.41,0.1236,0.2915,-0.3575,0.012,0.0879,,,,,,,36861034.71,287.0,4,Fondo de Fondos,187,0.2915,-0.3575,0.034999999999999996,0.21495388807835042,0.026475911840594932,4.5,0.005883535964576652,0.005823891274288284,-0.065949533885819,High
Fondo de Fondos,FdF Credicorp Deuda Flexible,CREDIFONDO SAF,16/07/2020,$,100.76,0.0236,0.0752,-0.1241,-0.0042,0.0505,,,,,,,60634717.01,174.0,4,Fondo de Fondos,188,0.0752,-0.1241,0.004666666666666667,0.0694169847931886,0.008421828541026173,4.5,0.0018715174535613717,0.00186541835565035,-0.2612412754368016,Medium Low
Fondo de Fondos,FdF Credicorp Impacto Sostenib,CREDIFONDO SAF,12/06/2021,$,88.98,0.0908,0.078,-0.2242,0.0215,,,,,,,,8268398.75,132.0,3,Fondo de Fondos,189,0.0908,-0.2242,-0.009685714285714287,0.12725475513347873,-0.06813706841271994,3.5,-0.019467733832205698,-0.01996081842848485,-0.3140222020510713,Medium
Fondo de Fondos,FdF ED ACC GLOB OPT,EL DORADO SAF,29/01/2024,$,0.0,,,,,,,,,,,,1283430.95,10.0,0,Fondo de Fondos,190,,,,,,,,,,
Fondo de Fondos,-FdF ED ACC GLOB OPT SERIE A,EL DORADO SAF,29/01/2024,$,113.59,,,,,,,,,,,,,1.0,0,Fondo de Fondos,191,,,,,,,,,,
Fondo de Fondos,-FdF ED ACC GLOB OPT SERIE B,EL DORADO SAF,29/01/2024,$,113.35,0.1335,,,,,,,,,,,,9.0,0,Fondo de Fondos,192,0.1335,0.1335,0.267,,0.13349999999999995,0.5,0.2669999999999999,0.28482224999999994,,
Fondo de Fondos,FdF El Dorado Instr Deuda EEUU,EL DORADO SAF,06/07/2022,$,0.0,,,,,,,,,,,,6222543.34,16.0,2,Fondo de Fondos,193,,,,,,,,,,
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE A,EL DORADO SAF,06/07/2022,$,122.41,0.0989,0.0911,0.02,,,,,,,,,,8.0,2,Fondo de Fondos,194,0.0989,0.02,0.08399999999999999,0.03815940251104569,0.22298998579999987,2.5,0.08919599431999994,0.08384994615383401,1.6732428170318414,Low
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE B,EL DORADO SAF,06/07/2022,$,121.15,0.0962,0.0879,0.0183,,,,,,,,,,7.0,2,Fondo de Fondos,195,0.0962,0.0183,0.08096,0.037446391904516874,0.2143797544340002,2.5,0.08575190177360008,0.08079121836734449,1.6234199151243647,Low
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE I,EL DORADO SAF,06/07/2022,$,122.78,0.1,0.0924,0.0207,,,,,,,,,,1.0,2,Fondo de Fondos,196,0.1,0.0207,0.08524000000000001,0.03844708398131993,0.22651394800000005,2.5,0.09060557920000002,0.08509808381882356,1.6931865066919614,Low
Fondo de Fondos,FdF Faro Deuda Global,FARO CAPITAL SAFI,06/11/2020,$,100.02,0.0222,0.0373,-0.1237,-0.023,,,,,,,,7600938.04,73.0,4,Fondo de Fondos,197,0.0373,-0.1237,-0.024914285714285715,0.0629536637179299,-0.09220532703849386,3.5,-0.02634437915385539,-0.027260692448377255,-0.7507218747447877,Medium Low
Fondo de Fondos,FdF Faro Global Innovation,FARO CAPITAL SAFI,27/01/2020,$,123.89,0.0504,0.2205,-0.3088,-0.0271,0.4411,,,,,,,4594297.07,92.0,4,Fondo de Fondos,198,0.4411,-0.3088,0.08357777777777778,0.25055158760100227,0.24239171865400608,4.5,0.053864826367556906,0.04941276824625085,0.11739206495506234,High
Fondo de Fondos,FdF Faro Renta Variable Global,FARO CAPITAL SAFI,06/11/2020,$,151.19,0.1183,0.1617,-0.2128,0.1121,,,,,,,,16267034.54,119.0,4,Fondo de Fondos,199,0.1617,-0.2128,0.05122857142857144,0.15009907595332098,0.13731623959944345,3.5,0.0392332113141267,0.03744735718003667,0.11623893797629098,Medium High
Fondo de Fondos,FdF IF Enfoque Global,INTERFONDO,18/12/2019,$,50.47,0.0379,0.0385,-0.0901,-0.0069,0.0377,-0.0011,,,,,,15203983.56,247.0,5,Fondo de Fondos,200,0.0385,-0.0901,0.002909090909090908,0.04557862428524513,0.009584070668044405,5.5,0.0017425583032808008,0.0017357655757292978,-0.4007193001255912,Low
Fondo de Fondos,FdF IF Inversión EEUU FMIV,INTERFONDO,12/01/2022,$,67.07,0.1586,0.2165,-0.052,,,,,,,,,14271365.03,486.0,2,Fondo de Fondos,201,0.2165,-0.052,0.12924,0.1173658877187064,0.3361461811999999,2.5,0.13445847247999995,0.12290131366073709,0.8767565743409456,Medium
Fondo de Fondos,FdF IF RealState Student Accom,INTERFONDO,27/09/2021,$,55.79,0.0303,0.0246,0.0504,0.0053,,,,,,,,342416262.31,895.0,3,Fondo de Fondos,202,0.0504,0.0053,0.0316,0.016551586026722638,0.1147268116599055,3.5,0.032779089045687285,0.03151773475419084,0.6958689478818154,Low
Fondo de Fondos,FdF IF XXIII Rend Global 360,INTERFONDO,02/08/2024,$,51.98,0.0374,,,,,,,,,,,39798738.64,222.0,0,Fondo de Fondos,203,0.0374,0.0374,0.0748,,0.03740000000000009,0.5,0.07480000000000019,0.07619876000000025,,
Fondo de Fondos,FdF IF XXIV Rend Global 360,INTERFONDO,25/04/2024,$,51.41,0.0256,,,,,,,,,,,102838107.92,413.0,0,Fondo de Fondos,204,0.0256,0.0256,0.0512,,0.025600000000000022,0.5,0.051200000000000044,0.05185536000000024,,
Fondo de Fondos,FdF IF XXIX Rend Global 360,INTERFONDO,26/07/2024,$,50.79,0.0125,,,,,,,,,,,74445007.66,397.0,0,Fondo de Fondos,205,0.0125,0.0125,0.025,,0.0125,0.5,0.025,0.02515624999999999,,
Fondo de Fondos,FdF IF XXV Rend Global 360,INTERFONDO,15/03/2024,$,51.57,0.0294,,,,,,,,,,,34491043.13,251.0,0,Fondo de Fondos,206,0.0294,0.0294,0.0588,,0.02940000000000012,0.5,0.05880000000000024,0.059664360000000194,,
Fondo de Fondos,FdF IF XXVI Rend Global 360,INTERFONDO,04/01/2024,$,51.52,0.0282,,,,,,,,,,,64655275.79,334.0,0,Fondo de Fondos,207,0.0282,0.0282,0.0564,,0.028199999999999933,0.5,0.05639999999999987,0.05719523999999998,,
Fondo de Fondos,FdF IF XXVII Rend Global 321,INTERFONDO,17/05/2024,$,51.24,0.0219,,,,,,,,,,,28799664.48,174.0,0,Fondo de Fondos,208,0.0219,0.0219,0.0438,,0.02189999999999998,0.5,0.04379999999999996,0.044279610000000025,,
Fondo de Fondos,FdF IF XXVIII Rend Global 360,INTERFONDO,06/04/2024,$,51.12,0.0195,,,,,,,,,,,81478999.99,399.0,0,Fondo de Fondos,209,0.0195,0.0195,0.039,,0.019500000000000028,0.5,0.039000000000000055,0.03938025000000023,,
Fondo de Fondos,FdF IF 30 Rend Global 332,INTERFONDO,23/08/2024,$,50.59,0.0091,,,,,,,,,,,81655147.16,318.0,0,Fondo de Fondos,210,0.0091,0.0091,0.0182,,0.009100000000000108,0.5,0.018200000000000216,0.018282810000000316,,
Fondo de Fondos,FdF IF 31 Rend Global 360,INTERFONDO,21/10/2024,$,50.22,0.0011,,,,,,,,,,,59644847.21,297.0,0,Fondo de Fondos,211,0.0011,0.0011,0.0022,,0.0011000000000001365,0.5,0.002200000000000273,0.0022012100000001755,,
Fondo de Fondos,FDF IND RENTA FIJA FMIV,INDEPENDIENTE SAF,06/11/2024,$,0.0,,,,,,,,,,,,15788447.59,351.0,0,Fondo de Fondos,212,,,,,,,,,,
Fondo de Fondos,-FDF IND RENTA FIJA FMIV SERIE A,INDEPENDIENTE SAF,06/11/2024,$,102.88,0.0288,,,,,,,,,,,,344.0,0,Fondo de Fondos,213,0.0288,0.0288,0.0576,,0.028799999999999954,0.5,0.05759999999999991,0.05842943999999983,,
Fondo de Fondos,-FDF IND RENTA FIJA FMIV SERIE D,INDEPENDIENTE SAF,06/11/2024,$,102.88,0.0288,,,,,,,,,,,,7.0,0,Fondo de Fondos,214,0.0288,0.0288,0.0576,,0.028799999999999954,0.5,0.05759999999999991,0.05842943999999983,,
Fondo de Fondos,FdF Part y Crec Int,BLANCO SAFI S.A.C.,19/04/2023,$,0.0,,,,,,,,,,,,4253663.79,30.0,1,Fondo de Fondos,215,,,,,,,,,,
Fondo de Fondos,-FdF Part y Crec Int SERIE A,BLANCO SAFI S.A.C.,19/04/2023,$,1.0,-0.0184,,,,,,,,,,,,19.0,1,Fondo de Fondos,216,-0.0184,-0.0184,-0.0368,,-0.018400000000000034,0.5,-0.03680000000000007,-0.03646144000000018,,
Fondo de Fondos,-FdF Part y Crec Int SERIE B,BLANCO SAFI S.A.C.,19/04/2023,$,1.0,-0.0211,,,,,,,,,,,,11.0,1,Fondo de Fondos,217,-0.0211,-0.0211,-0.0422,,-0.021099999999999994,0.5,-0.04219999999999999,-0.04175479000000004,,
Fondo de Fondos,FdF Sura Corto Plazo Global,FONDOS SURA SAF,15/11/2022,$,110.12,0.0421,0.047,0.0046,,,,,,,,,73173108.64,357.0,2,Fondo de Fondos,218,0.047,0.0046,0.03748,0.019942159695813623,0.09609766201999989,2.5,0.038439064807999954,0.037384370608066764,0.8717396146274063,Low
Fondo de Fondos,FdF SURA RENTA DOLARES,FONDOS SURA SAF,14/06/2005,$,181.16,0.0298,0.0422,-0.0108,-0.0134,0.0768,0.0777,0.0131,0.0285,0.0318,0.0065,0.0234,76202929.91,623.0,19,Fondo de Fondos,219,0.0777,-0.0134,0.029104761904761904,0.028627145961118795,0.34608793491927486,10.5,0.03296075570659761,0.028709398786147755,0.3042356649166775,Low
Fondo de Fondos,FF BBVA ACC GLOB MILLENIALS,CONTINENTAL FM,16/01/2023,$,132.14,0.2208,0.0813,,,,,,,,,,4537971.43,62.0,1,Fondo de Fondos,220,0.2208,0.0813,0.2014,0.08602432795436415,0.3200510400000002,1.5,0.21336736000000012,0.20335513552608964,2.1314335128936945,Medium Low
Fondo de Fondos,FF BBVA ACC TENDENC GLOB,CONTINENTAL FM,15/04/2010,$,120.15,0.0725,0.1328,-0.2334,0.0676,0.0923,0.2226,-0.1158,0.231,0.51,-0.3969,-0.1235,36245008.52,361.0,14,Fondo de Fondos,221,0.51,-0.3969,0.04373333333333333,0.23751247154920968,0.15366842379205337,10.5,0.014635087980195558,0.013707073072748654,-0.026495143123242387,High
Fondo de Fondos,FF BBVA ACCIONES GLOB RE,CONTINENTAL FM,08/10/2022,$,95.86,0.046,0.0653,-0.1405,,,,,,,,,10793572.42,87.0,2,Fondo de Fondos,222,0.0653,-0.1405,-0.011680000000000006,0.09282150469224972,-0.04225588390000013,2.5,-0.01690235356000005,-0.01712158635335337,-0.39992441920038063,Medium Low
Fondo de Fondos,FF BBVA DIST EST GLOBAL,CONTINENTAL FM,05/09/2018,$,115.16,0.0385,0.0715,-0.0873,0.0072,0.0703,0.0489,-0.002,,,,,359653592.22,853.0,6,Fondo de Fondos,223,0.0715,-0.0873,0.02263076923076923,0.05145319607474351,0.14607383066012133,6.5,0.02247289702463405,0.021197234809917642,0.023268424534376407,Medium Low
Fondo de Fondos,FF BBVA DIST HIGH YIELD EEUU,CONTINENTAL FM,07/07/2021,$,105.33,0.0548,0.1227,-0.117,0.0074,,,,,,,,49154166.75,208.0,3,Fondo de Fondos,224,0.1227,-0.117,0.019399999999999997,0.08756855885533345,0.05340771287943213,3.5,0.015259346536980608,0.014976860062558828,-0.0573623684470997,Medium Low
Fondo de Fondos,FF BBVA ESTRATE CONSERV S/,CONTINENTAL FM,21/04/1998,S/.,256.33,0.0375,0.0664,-0.0429,0.0097,0.0013,0.0412,-0.0296,0.0757,0.1385,-0.0814,-0.0032,13286675.4,633.0,26,Fondo de Fondos,225,0.1385,-0.0814,0.020304761904761905,0.05858258074943849,0.21301382797157856,10.5,0.020287031235388435,0.01856140134909401,-0.02455676469869041,Medium Low
Fondo de Fondos,FF BBVA ESTRATE DINAMICO $,CONTINENTAL FM,10/06/2011,$,63.96,0.0621,0.0888,-0.1119,0.0125,-0.0637,0.0924,-0.1494,0.124,0.0232,-0.1957,-0.1755,2167293.14,125.0,13,Fondo de Fondos,226,0.124,-0.1957,-0.027923809523809524,0.11141695179361175,-0.31003336863563535,10.5,-0.02952698748910813,-0.034726698823225655,-0.49118826123156867,Medium
Fondo de Fondos,FF BBVA ESTRATE DINAMICO S/,CONTINENTAL FM,16/03/2007,S/.,118.18,0.0618,0.1077,-0.0968,0.1156,-0.0483,0.0043,-0.1375,0.2119,0.4919,-0.3143,-0.0775,18742287.61,1695.0,17,Fondo de Fondos,227,0.4919,-0.3143,0.03036190476190476,0.2004198473641793,0.11734417873432648,10.5,0.011175636069935855,0.010623133833777887,-0.046786115694338284,High
Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA $,CONTINENTAL FM,18/03/2021,$,105.3,0.0505,0.0734,-0.0836,0.0193,,,,,,,,2711607.36,90.0,3,Fondo de Fondos,228,0.0734,-0.0836,0.01702857142857143,0.06006110069193313,0.05328221833168399,3.5,0.015223490951909712,0.01494231110567168,-0.08420906104052843,Medium Low
Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA S/,CONTINENTAL FM,19/03/2007,S/.,139.62,0.0461,0.0875,-0.0717,0.045,-0.0087,0.0424,-0.0692,0.1177,0.2597,-0.1628,-0.0215,14958456.95,2235.0,17,Fondo de Fondos,229,0.2597,-0.1628,0.025190476190476187,0.10682496690337148,0.22429315697979801,10.5,0.02136125304569505,0.01945964771756259,-0.005058295809501039,Medium
Fondo de Fondos,FF CC LATAM INNOVACION,CREDIFONDO SAF,07/03/2023,$,91.45,-0.1556,0.0735,,,,,,,,,,2696305.5,350.0,1,Fondo de Fondos,230,0.0735,-0.1556,-0.05473333333333333,0.11536436239632718,-0.09353660000000005,1.5,-0.062357733333333366,-0.06337262048541681,-0.7226895616082486,Medium
Fondo de Fondos,FF CC RENTA GLOBAL INV GRADE,CREDIFONDO SAF,11/10/2022,$,112.02,0.0362,0.0635,0.0124,,,,,,,,,106530464.0,524.0,2,Fondo de Fondos,231,0.0635,0.0124,0.044840000000000005,0.022175052048041138,0.1156634838799998,2.5,0.04626539355199992,0.04475218347997556,1.1162176046464827,Low
Fondo de Fondos,FF Creci Inmobiliario EEUU,EL DORADO SAF,01/04/2021,$,0.0,,,,,,,,,,,,97150282.92,235.0,3,Fondo de Fondos,232,,,,,,,,,,
Fondo de Fondos,-FF Creci Inmobiliario EEUU SERIE A,EL DORADO SAF,01/04/2021,$,112.33,0.0308,0.023,0.0214,0.0427,,,,,,,,,185.0,3,Fondo de Fondos,233,0.0427,0.0214,0.033685714285714284,0.009416846064151116,0.12306597712575183,3.5,0.03516170775021481,0.03371663671943992,1.4566062380118567,Low
Fondo de Fondos,-FF Creci Inmobiliario EEUU SERIE B,EL DORADO SAF,01/04/2021,$,112.35,0.0308,0.023,0.0214,0.0427,,,,,,,,,54.0,3,Fondo de Fondos,234,0.0427,0.0214,0.033685714285714284,0.009416846064151116,0.12306597712575183,3.5,0.03516170775021481,0.03371663671943992,1.4566062380118567,Low
Fondo de Fondos,FONDO D FONDOS DEUDA LATAM,CREDIFONDO SAF,08/07/2012,$,137.78,0.0901,0.0594,-0.0928,-0.0013,0.0227,0.1331,-0.0434,0.0983,0.1288,-0.0638,0.0277,116122758.5,649.0,12,Fondo de Fondos,235,0.1331,-0.0928,0.034171428571428575,0.07372402759547228,0.38351620183939533,10.5,0.03652535255613289,0.031399867713019614,0.1546289328571589,Medium Low
Fondo de Fondos,Fondo de F. Cred. Cons. Global,CREDIFONDO SAF,14/12/2017,$,167.7,0.0796,0.144,-0.1717,0.1929,0.1119,0.2572,-0.0309,0.0072,,,,139692599.43,1054.0,7,Fondo de Fondos,236,0.2572,-0.1717,0.07869333333333332,0.12752209368488965,0.6650796518246289,7.5,0.08867728690995053,0.0703471782455325,0.39481141495325234,Medium
Fondo de Fondos,Independiente Agresivo $,INDEPENDIENTE SAF,12/07/2021,$,118.09,0.1553,0.1511,-0.128,0.0183,,,,,,,,46011998.31,3274.0,3,Fondo de Fondos,237,0.1553,-0.128,0.05620000000000001,0.11639681052331288,0.180864470728808,3.5,0.05167556306537372,0.048645234140512805,0.24609982019030932,Medium
Fondo de Fondos,PHI DEUDA INTERNACIONAL,PRUDENTIALSAF SAF,22/05/2023,$,0.0,,,,,,,,,,,,3226233.92,50.0,1,Fondo de Fondos,238,,,,,,,,,,
Fondo de Fondos,-PHI DEUDA INTERNACIONAL SERIE A,PRUDENTIALSAF SAF,22/05/2023,$,10.16,0.0023,0.0132,,,,,,,,,,,43.0,1,Fondo de Fondos,239,0.0132,0.0023,0.010333333333333333,0.006031261154278689,0.015530360000000059,1.5,0.010353573333333373,0.01032695753228663,-1.6038175466587339,Low
Fondo de Fondos,-PHI DEUDA INTERNACIONAL SERIE B,PRUDENTIALSAF SAF,22/05/2023,$,10.28,0.0092,0.0189,,,,,,,,,,,7.0,1,Fondo de Fondos,240,0.0189,0.0092,0.018733333333333334,0.00674211473583112,0.02827387999999999,1.5,0.018849253333333326,0.018761527848659032,-0.18369194234548997,Low
Fondo de Fondos,PHI RV ESTRATEGIA GLOBAL,PRUDENTIALSAF SAF,26/06/2023,$,0.0,,,,,,,,,,,,18260095.11,151.0,1,Fondo de Fondos,241,,,,,,,,,,
Fondo de Fondos,-PHI RV ESTRATEGIA GLOBAL SERIE A,PRUDENTIALSAF SAF,26/06/2023,$,12.37,0.143,0.0797,,,,,,,,,,,145.0,1,Fondo de Fondos,242,0.143,0.0797,0.14846666666666666,0.0487787806781232,0.2340970999999999,1.5,0.15606473333333326,0.15053425767814632,2.676045933569013,Low
Fondo de Fondos,-PHI RV ESTRATEGIA GLOBAL SERIE B,PRUDENTIALSAF SAF,26/06/2023,$,12.57,0.1532,0.0877,,,,,,,,,,,6.0,1,Fondo de Fondos,243,0.1532,0.0877,0.1606,0.0518129809989736,0.25433563999999975,1.5,0.16955709333333316,0.16307889407914877,2.7614487975896065,Medium Low
Fondo de Fondos,SCOTIA FF INSTITU RF GLOBAL,SCOTIA FONDOS,26/07/2023,$,1102.03,0.0436,0.0473,,,,,,,,,,114232417.75,34.0,1,Fondo de Fondos,244,0.0473,0.0436,0.06060000000000001,0.01526253583124378,0.09296228,1.5,0.06197485333333333,0.06105227932531232,2.6897417165288235,Low
Fondo de Fondos,Scotia Fondo de F. Acc. Europa,SCOTIA FONDOS,20/03/2018,$,11.36,0.0493,0.2338,-0.2674,0.0829,0.0873,0.2057,-0.1684,,,,,25827274.93,190.0,6,Fondo de Fondos,245,0.2338,-0.2674,0.03433846153846154,0.17183283419609122,0.1197029860986612,6.5,0.018415844015178647,0.017546541511161085,-0.014278170410895347,Medium High
Fondo de Fondos,SCOTIA FONDO DE F. ACC. US,SCOTIA FONDOS,19/06/2014,$,25.19,0.2,0.3052,-0.2852,0.2695,0.1265,0.1987,-0.0475,0.2565,0.0328,0.0277,0.0228,117138472.15,621.0,10,Fondo de Fondos,246,0.3052,-0.2852,0.10542857142857143,0.16565569530733043,1.4935497876332138,10.5,0.14224283691744893,0.09091821867517247,0.42810613026978894,Medium High
Fondo de Fondos,SCOTIA FONDO DE F. DEUDA HY,SCOTIA FONDOS,28/03/2018,$,11.24,0.0447,0.0999,-0.1286,0.0172,0.0091,0.096,-0.0173,,,,,43960305.55,159.0,6,Fondo de Fondos,247,0.0999,-0.1286,0.01861538461538462,0.07204245249823965,0.10696635256357866,6.5,0.016456361932858255,0.015757203232708683,-0.058893008499328776,Medium Low
Fondo de Fondos,Scotia Fondo de F. Deuda IG,SCOTIA FONDOS,05/04/2018,$,10.3,0.0356,0.0572,-0.1308,-0.037,0.0298,0.075,0.0005,,,,,82734148.37,235.0,6,Fondo de Fondos,248,0.075,-0.1308,0.004661538461538459,0.06480713183309995,0.015017770386609043,6.5,0.0023104262133244683,0.0022958807550159666,-0.2731816506025612,Medium Low
Fondo de Fondos,SFdF Acciones Emergentes,SCOTIA FONDOS,19/08/2014,$,4.32,0.0543,0.0629,-0.3307,-0.0097,-0.1362,0.0579,-0.1933,0.2462,0.2347,-0.3708,-0.1775,19416164.83,209.0,10,Fondo de Fondos,249,0.2462,-0.3708,-0.05354285714285715,0.1980950792123905,-0.563998576651428,10.5,-0.05371415015727886,-0.07601373617013851,-0.48468511460194325,Medium High
