Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Patrimonio S/.,Partícipes N,Años,Categoria,Fund id
Fondo de Fondos,SURA SELECCION GLOBAL I,FONDOS SURA SAF,09/08/2016,$,0.0,,,,,,,,,,,,39091088.08,269.0,8,Fondo de Fondos,266
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE A,FONDOS SURA SAF,09/08/2016,$,129.69,0.0718,0.1079,-0.1232,0.0056,0.0769,0.1241,-0.0563,0.0879,-0.0071,,,,267.0,8,Fondo de Fondos,267
Fondo de Fondos,-SURA SELECCION GLOBAL I SERIE B,FONDOS SURA SAF,09/08/2016,$,132.22,0.0739,0.1105,-0.1211,0.008,0.0795,0.1267,-0.0541,0.0908,-0.0064,,,,2.0,8,Fondo de Fondos,268
Flexible Dólares,BDC DEUDA DIVERSIFICADA FMIV,BD CAPITAL SAF,16/03/2021,$,94.51,0.0844,-0.0185,-0.1471,0.0437,,,,,,,,22266855.58,10.0,3,Flexible,269
Flexible Dólares,SCOTIA DEPÓSITO DISPONIBLE $,SCOTIA FONDOS,17/08/2011,$,11.7,0.0352,0.0057,0.0091,0.0059,0.0139,0.023,0.0176,0.0105,0.0067,0.0056,0.0017,162483824.11,3035.0,13,Flexible,270
Inst Deuda Duración Flexibl $,BBVA Distributivo $ FMIV,CONTINENTAL FM,20/12/2023,$,106.66,0.0576,0.0024,,,,,,,,,,28745292.27,107.0,1,Renta Fija,271
Inst Deuda Duración Flexibl $,BBVA DISTRIBUTIVO $ II,CONTINENTAL FM,04/02/2024,$,104.33,0.0385,,,,,,,,,,,28480238.92,82.0,0,Renta Fija,272
Inst Deuda Duración Flexibl $,BBVA SUPER $ 17,CONTINENTAL FM,30/07/2024,$,101.88,0.0121,,,,,,,,,,,88111617.17,328.0,0,Renta Fija,273
Inst Deuda Duración Flexibl $,BBVA SUPER $ 18,CONTINENTAL FM,24/09/2024,$,101.01,0.0039,,,,,,,,,,,26641820.02,86.0,0,Renta Fija,274
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 13,CONTINENTAL FM,21/12/2023,$,104.8,0.0447,0.0,,,,,,,,,,48116699.11,137.0,1,Renta Fija,275
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 14,CONTINENTAL FM,03/07/2024,$,103.91,0.0312,,,,,,,,,,,122777869.79,320.0,0,Renta Fija,276
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 15,CONTINENTAL FM,26/04/2024,$,103.22,0.0253,,,,,,,,,,,107480767.67,364.0,0,Renta Fija,277
Inst Deuda Duración Flexibl $,BBVA SUPER DOLARES 16,CONTINENTAL FM,06/11/2024,$,102.5,0.019,,,,,,,,,,,105683248.72,328.0,0,Renta Fija,278
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 2Y II,CREDIFONDO SAF,10/01/2024,$,100.08,-0.0015,,,,,,,,,,,23182020.78,109.0,0,Renta Fija,279
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VI,CREDIFONDO SAF,19/12/2023,$,105.2,0.0463,0.004,,,,,,,,,,36258902.86,122.0,1,Renta Fija,280
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 3Y VII,CREDIFONDO SAF,17/06/2024,$,103.35,0.0288,,,,,,,,,,,24724854.9,94.0,0,Renta Fija,281
Inst Deuda Duración Flexibl $,CC RENTA DOLARES 4Y VI,CREDIFONDO SAF,08/11/2022,$,110.19,0.0496,0.0599,-0.0105,,,,,,,,,24830849.71,106.0,2,Renta Fija,282
Inst Deuda Duración Flexibl $,CRED DEUDA CORP LATAM HY,CREDIFONDO SAF,24/01/2019,$,124.61,0.0949,0.0655,-0.0884,0.0034,0.0484,0.1111,,,,,,113298554.01,108.0,5,Renta Fija,283
Inst Deuda Duración Flexibl $,IF Enfoque LATAM,INTERFONDO,09/07/2017,$,47.42,0.0479,0.0519,-0.1299,-0.0481,0.0285,0.0622,-0.0359,-0.0129,,,,9709077.42,140.0,7,Renta Fija,284
Inst Deuda Duración Flexibl $,IF LIBRE DISPONIBILIDAD,INTERFONDO,07/07/2015,$,0.0,,0.0428,0.0145,0.0041,0.0099,0.0213,0.0171,0.0094,0.0062,0.0018,,2832191711.96,22028.0,9,Renta Fija,285
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE A,INTERFONDO,07/07/2015,$,118.12,,,,,,,,,,,,,21413.0,9,Renta Fija,286
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE B,INTERFONDO,07/07/2015,$,118.15,,,,,,,,,,,,,175.0,9,Renta Fija,287
Inst Deuda Duración Flexibl $,-IF LIBRE DISPONIBILIDAD SERIE C,INTERFONDO,07/07/2015,$,118.13,,,,,,,,,,,,,440.0,9,Renta Fija,288
Inst Deuda Duración Flexibl $,SURA PLAZO DEFINIDO $ II,FONDOS SURA SAF,14/12/2023,$,104.88,0.0433,0.0027,,,,,,,,,,21868163.05,128.0,1,Renta Fija,289
Inst Deuda Duración Flexibl S/,IF LIBRE DISPONIBILIDAD S/.,INTERFONDO,05/07/2015,S/.,0.0,,,,,,0.0273,0.0267,0.0358,0.0383,0.0189,,1815119443.14,37890.0,9,Renta Fija,290
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE A,INTERFONDO,05/07/2015,S/.,135.98,0.043,0.0639,0.0395,0.0052,,,,,,,,,36746.0,9,Renta Fija,291
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE B,INTERFONDO,05/07/2015,S/.,136.75,0.0446,0.0654,0.0407,0.0064,,,,,,,,,172.0,9,Renta Fija,292
Inst Deuda Duración Flexibl S/,-IF LIBRE DISPONIBILIDAD S/. SERIE C,INTERFONDO,05/07/2015,S/.,136.02,,,,,,,,,,,,,972.0,9,Renta Fija,293
Inst Deuda Duración Flexibl S/,SURA DEUDA SOBER. DISTRIB. S/,FONDOS SURA SAF,26/04/2023,S/.,111.46,0.0305,0.0473,,,,,,,,,,56018873.88,252.0,1,Renta Fija,294
Inst Deuda Duración Flexibl S/,Sura Plazo Definido S/ IV,FONDOS SURA SAF,17/05/2024,S/.,102.41,0.0239,,,,,,,,,,,117249296.84,10.0,0,Renta Fija,295
Fondo Bursátil - ETF,VAN ECK EL DORADO PERU ETF,EL DORADO SAF,03/11/2021,$,12.42,0.1377,0.2915,0.0086,-0.1739,,,,,,,,389598933.9,1.0,3,Fondo Bursátil - ETF,296
