Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Standard Dev,Return Lowest,Return Highest,Avg Return Arithmetic,Patrimonio S/.,Partícipes N,Años,Categoria,Total Cumulative Return,Cumulative Return Period,Annualized Cumulative Return,CAGR,Sharpe Ratio,Risk
Fondo de Fondos,FdeF IF Global Thematics,INTERFONDO,26/03/2021,$,53.91,0.1245,0.2148,-0.2744,0.0897,,,,,,,,0.2152560104,-0.2744,0.2148,0.0387,15067136.74,313,3,Fondo de Fondos,0.08011119635723205,3.5,0.022888913244923443,0.022262475763217493,0.010510627596475664,High
Fondo de Fondos,FdF BBVA Renta Fija Mcdo Emerg,CONTINENTAL FM,02/02/2024,$,104.21,0.0308,,,,,,,,,,,,0.0308,0.0308,0.0308,43141412.3,182,0,Fondo de Fondos,0.030799999999999984,0.5,0.06159999999999997,0.06254863999999993,,
Fondo de Fondos,FdF CC Acciones China,CREDIFONDO SAF,03/01/2021,$,49.87,-0.0063,-0.2229,-0.3401,-0.0123,,,,,,,,0.1642952221,-0.3401,-0.0063,-0.1454,5619706.85,114,3,Fondo de Fondos,-0.49669020667960795,3.5,-0.14191148762274514,-0.1781167893142126,-1.2058584953470328,Medium High
Fondo de Fondos,FdF CC Duración Objetivo Latam,CREDIFONDO SAF,05/10/2024,$,101.08,0.0075,,,,,,,,,,,,0.0075,0.0075,0.0075,41986809.54,159,0,Fondo de Fondos,0.0075,0.5,0.015,0.015056250000000215,,
Fondo de Fondos,FDF CRED CAP VISION II,CREDIFONDO SAF,02/08/2016,$,139.23,0.0417,0.0956,-0.1666,0.0513,0.0902,0.1531,-0.0816,0.111,0.0821,,,0.1017262011,-0.1666,0.1531,0.0419,160211985.5,1281,8,Fondo de Fondos,0.38791007746795375,8.5,0.04563647970211221,0.03931786298115636,0.18990056418371806,Medium
Fondo de Fondos,FdF Cred. Tendencias Globales,CREDIFONDO SAF,19/10/2020,$,100.24,0.0998,0.2915,-0.3575,0.012,0.0879,,,,,,,0.2382403261,-0.3575,0.2915,0.0267,39246228.71,293,4,Fondo de Fondos,0.004733186046890836,4.5,0.001051819121531297,0.0010498884680596454,-0.07954199795708033,High
Fondo de Fondos,FdF Credicorp Deuda Flexible,CREDIFONDO SAF,16/07/2020,$,98.16,-0.0028,0.0752,-0.1241,-0.0042,0.0505,,,,,,,0.0768533474,-0.1241,0.0752,-0.0011,54743913.91,160,4,Fondo de Fondos,-0.017586706309973436,4.5,-0.003908156957771875,-0.0039351679271918405,-0.31143949791303227,Medium Low
Fondo de Fondos,FdF Credicorp Impacto Sostenib,CREDIFONDO SAF,12/06/2021,$,85.33,0.046,0.078,-0.2242,0.0215,,,,,,,,0.1382985508,-0.2242,0.078,-0.0197,9053768.45,146,3,Fondo de Fondos,-0.10640940003639983,3.5,-0.030402685724685664,-0.031633855186108395,-0.37335065976778403,Medium
Fondo de Fondos,FdF ED ACC GLOB OPT,EL DORADO SAF,29/01/2024,$,0.0,,,,,,,,,,,,,0.0,0.0,,1263670.6,10,0,Fondo de Fondos,,,,,,
Fondo de Fondos,-FdF ED ACC GLOB OPT SERIE A,EL DORADO SAF,29/01/2024,$,109.79,,,,,,,,,,,,,0.0,0.0,,,1,0,Fondo de Fondos,,,,,,
Fondo de Fondos,-FdF ED ACC GLOB OPT SERIE B,EL DORADO SAF,29/01/2024,$,109.66,0.0966,,,,,,,,,,,,0.0966,0.0966,0.0966,,9,0,Fondo de Fondos,0.09659999999999996,0.5,0.19319999999999993,0.20253155999999994,,
Fondo de Fondos,FdF El Dorado Instr Deuda EEUU,EL DORADO SAF,06/07/2022,$,0.0,,,,,,,,,,,,,0.0,0.0,,5803672.16,18,2,Fondo de Fondos,,,,,,
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE A,EL DORADO SAF,06/07/2022,$,118.15,0.0607,0.0911,0.02,,,,,,,,,0.035674127,0.02,0.0911,0.0573,,9,2,Fondo de Fondos,0.18047636539999984,2.5,0.07219054615999994,0.06861906619564007,1.362866320334624,Low
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE B,EL DORADO SAF,06/07/2022,$,117.05,0.0591,0.0879,0.0183,,,,,,,,,0.0349719888,0.0183,0.0879,0.0551,,8,2,Fondo de Fondos,0.17328005648699998,2.5,0.06931202259479999,0.0660085191430626,1.3155820049634295,Low
Fondo de Fondos,-FdF El Dorado Instr Deuda EEUU SERIE I,EL DORADO SAF,06/07/2022,$,118.46,0.0613,0.0924,0.0207,,,,,,,,,0.0359547401,0.0207,0.0924,0.0581,,1,2,Fondo de Fondos,0.1833629572839999,2.5,0.07334518291359995,0.06966352834686096,1.3812790249278135,Low
Fondo de Fondos,FdF Faro Deuda Global,FARO CAPITAL SAFI,06/11/2020,$,97.19,-0.0067,0.0373,-0.1237,-0.023,,,,,,,,0.0680614122,-0.1237,0.0373,-0.029,6974287.2,76,4,Fondo de Fondos,-0.11787081916194098,3.5,-0.03367737690341171,-0.03519894826615355,-0.8110167932447565,Medium Low
Fondo de Fondos,FdF Faro Global Innovation,FARO CAPITAL SAFI,27/01/2020,$,125.53,0.0643,0.2205,-0.3088,-0.0271,0.4411,,,,,,,0.2797301378,-0.3088,0.4411,0.078,6031392.52,104,4,Fondo de Fondos,0.2588323554488373,4.5,0.05751830121085274,0.0524829963449811,0.11612261946621434,High
Fondo de Fondos,FdF Faro Renta Variable Global,FARO CAPITAL SAFI,06/11/2020,$,147.0,0.0874,0.1617,-0.2128,0.1121,,,,,,,,0.1694405107,-0.2128,0.1617,0.0371,18164541.04,131,4,Fondo de Fondos,0.10589079758600974,3.5,0.030254513596002782,0.029174963360887096,0.05414858184139725,Medium High
Fondo de Fondos,FdF IF Enfoque Global,INTERFONDO,18/12/2019,$,49.09,0.0097,0.0385,-0.0901,-0.0069,0.0377,-0.0011,,,,,,0.0472009604,-0.0901,0.0385,-0.002,15895319.81,221,5,Fondo de Fondos,-0.017846578520546785,5.5,-0.0032448324582812337,-0.0032687820692297587,-0.49297264021834947,Low
Fondo de Fondos,FdF IF Inversión EEUU FMIV,INTERFONDO,12/01/2022,$,64.59,0.1158,0.2165,-0.052,,,,,,,,,0.1356401981,-0.052,0.2165,0.0934,8766214.55,354,2,Fondo de Fondos,0.2867874235999997,2.5,0.11471496943999988,0.10612121769174654,0.63492400407919,Medium
Fondo de Fondos,FdF IF RealState Student Accom,INTERFONDO,27/09/2021,$,55.26,0.0205,0.0246,0.0504,0.0053,,,,,,,,0.0187394415,0.0053,0.0504,0.0252,332265013.9,898,3,Fondo de Fondos,0.10412376133061585,3.5,0.029749646094461672,0.028704850239189117,0.4645202600722715,Low
Fondo de Fondos,FdF IF XIX Rend Global 360,INTERFONDO,25/08/2023,$,52.36,0.0244,0.0181,,,,,,,,,,0.0044547727,0.0181,0.0244,0.0213,66062411.3,353,1,Fondo de Fondos,0.04294163999999995,1.5,0.028627759999999964,0.028426687915795057,1.891608951405098,Low
Fondo de Fondos,FdF IF XVIII Rend Global 360,INTERFONDO,27/07/2023,$,52.53,0.0249,0.0223,,,,,,,,,,0.0018384776,0.0223,0.0249,0.0236,92579006.6,416,1,Fondo de Fondos,0.04775526999999997,1.5,0.03183684666666665,0.03158868347790378,6.303412931386152,Low
Fondo de Fondos,FdF IF XX Rend Global 360,INTERFONDO,22/09/2023,$,52.14,0.025,0.0137,,,,,,,,,,0.0079903066,0.0137,0.025,0.0194,60555635.26,370,1,Fondo de Fondos,0.039042499999999904,1.5,0.026028333333333268,0.025861838480899957,0.7336187175721087,Low
Fondo de Fondos,FdF IF XXI Rend Global 360,INTERFONDO,26/10/2023,$,51.93,0.0251,0.0088,,,,,,,,,,0.0115258405,0.0088,0.0251,0.017,58847187.33,399,1,Fondo de Fondos,0.034120879999999826,1.5,0.022747253333333217,0.022619817484757387,0.22729947414745041,Low
Fondo de Fondos,FdF IF XXIII Rend Global 360,INTERFONDO,02/08/2024,$,51.11,0.0201,,,,,,,,,,,,0.0201,0.0201,0.0201,39838118.2,222,0,Fondo de Fondos,0.020100000000000052,0.5,0.040200000000000104,0.040604010000000024,,
Fondo de Fondos,FdF IF XXIV Rend Global 360,INTERFONDO,25/04/2024,$,50.56,0.0087,,,,,,,,,,,,0.0087,0.0087,0.0087,103229900.9,415,0,Fondo de Fondos,0.008699999999999904,0.5,0.017399999999999808,0.017475689999999933,,
Fondo de Fondos,FdF IF XXV Rend Global 360,INTERFONDO,15/03/2024,$,50.77,0.0135,,,,,,,,,,,,0.0135,0.0135,0.0135,34591895.73,251,0,Fondo de Fondos,0.013500000000000085,0.5,0.02700000000000017,0.027182250000000074,,
Fondo de Fondos,FdF IF XXVI Rend Global 360,INTERFONDO,04/01/2024,$,50.7,0.0117,,,,,,,,,,,,0.0117,0.0117,0.0117,64764253.84,334,0,Fondo de Fondos,0.011700000000000018,0.5,0.023400000000000035,0.023536890000000144,,
Fondo de Fondos,FdF IF XXVIII Rend Global 360,INTERFONDO,06/04/2024,$,50.3,0.0032,,,,,,,,,,,,0.0032,0.0032,0.0032,81750613.33,400,0,Fondo de Fondos,0.003200000000000074,0.5,0.006400000000000148,0.0064102400000001225,,
Fondo de Fondos,FdF Part y Crec Int,BLANCO SAFI S.A.C.,19/04/2023,$,0.0,,,,,,,,,,,,,0.0,0.0,,4341869.07,31,1,Fondo de Fondos,,,,,,
Fondo de Fondos,-FdF Part y Crec Int SERIE A,BLANCO SAFI S.A.C.,19/04/2023,$,1.02,0.0011,,,,,,,,,,,,0.0011,0.0011,0.0011,,20,1,Fondo de Fondos,0.0011000000000001365,0.5,0.002200000000000273,0.0022012100000001755,,
Fondo de Fondos,-FdF Part y Crec Int SERIE B,BLANCO SAFI S.A.C.,19/04/2023,$,1.02,0.0003,,,,,,,,,,,,0.0003,0.0003,0.0003,,11,1,Fondo de Fondos,0.00030000000000001136,0.5,0.0006000000000000227,0.000600089999999831,,
Fondo de Fondos,FdF Sura Corto Plazo Global,FONDOS SURA SAF,15/11/2022,$,108.27,0.0246,0.047,0.0046,,,,,,,,,0.0212113177,0.0046,0.047,0.0254,84753632.87,376,2,Fondo de Fondos,0.0776908785199997,2.5,0.03107635140799988,0.030380622819953018,0.4893907567068791,Low
Fondo de Fondos,FdF SURA RENTA DOLARES,FONDOS SURA SAF,14/06/2005,$,177.05,0.0065,0.0422,-0.0108,-0.0134,0.0768,0.0777,0.0131,0.0285,0.0318,0.0065,0.0234,0.0306510774,-0.0134,0.0777,0.0257,53654113.61,524,19,Fondo de Fondos,0.3156316823618664,10.5,0.030060160224939656,0.026469680922438732,0.21107515530396107,Low
Fondo de Fondos,FF BBVA ACC GLOB MILLENIALS,CONTINENTAL FM,16/01/2023,$,125.87,0.1628,0.0813,,,,,,,,,,0.0576292027,0.0813,0.1628,0.1221,2759560.62,40,1,Fondo de Fondos,0.25733564000000003,1.5,0.17155709333333335,0.16493264952651998,2.5149167910754384,Medium Low
Fondo de Fondos,FF BBVA ACC TENDENC GLOB,CONTINENTAL FM,15/04/2010,$,118.28,0.0558,0.1328,-0.2334,0.0676,0.0923,0.2226,-0.1158,0.231,0.51,-0.3969,-0.1235,0.2489411139,-0.3969,0.51,0.0402,41699460.91,353,14,Fondo de Fondos,0.13570454250783215,10.5,0.012924242143603062,0.012193089374896271,-0.03136047116845382,High
Fondo de Fondos,FF BBVA ACCIONES GLOB RE,CONTINENTAL FM,08/10/2022,$,87.84,-0.0415,0.0653,-0.1405,,,,,,,,,0.1029246326,-0.1405,0.0653,-0.0389,9541240.11,81,2,Fondo de Fondos,-0.12237310202500012,2.5,-0.04894924081000005,-0.05087378223342631,-0.68859883628505,Medium
Fondo de Fondos,FF BBVA DIST EST GLOBAL,CONTINENTAL FM,05/09/2018,$,112.65,0.0158,0.0715,-0.0873,0.0072,0.0703,0.0489,-0.002,,,,,0.0550175037,-0.0873,0.0715,0.0178,319069944.6,742,6,Fondo de Fondos,0.12102243349499417,6.5,0.018618835922306794,0.017730921487733697,-0.04124284745158845,Medium Low
Fondo de Fondos,FF BBVA DIST HIGH YIELD EEUU,CONTINENTAL FM,07/07/2021,$,101.51,0.0166,0.1227,-0.117,0.0074,,,,,,,,0.0980715513,-0.117,0.1227,0.0074,45801961.58,194,3,Fondo de Fondos,0.01525813510924408,3.5,0.0043594671740697375,0.004335915989665207,-0.15972097721202044,Medium Low
Fondo de Fondos,FF BBVA ESTRATE CONSERV $,CONTINENTAL FM,06/06/2002,$,168.33,0.0183,0.0514,-0.0589,0.0144,0.0248,0.0584,0.0017,0.0302,0.0124,-0.0062,0.0149,0.0310483201,-0.0589,0.0584,0.0147,19350291.63,110,22,Fondo de Fondos,0.1681840683249868,10.5,0.01601753031666541,0.014914940140751343,-0.16377890471596426,Low
Fondo de Fondos,FF BBVA ESTRATE CONSERV S/,CONTINENTAL FM,21/04/1998,S/.,250.91,0.0156,0.0664,-0.0429,0.0097,0.0013,0.0412,-0.0296,0.0757,0.1385,-0.0814,-0.0032,0.0611425949,-0.0814,0.1385,0.0174,13878029.96,599,26,Fondo de Fondos,0.18740900596427493,10.5,0.017848476758502374,0.01649394066432075,-0.057342337881038326,Medium Low
Fondo de Fondos,FF BBVA ESTRATE DINAMICO $,CONTINENTAL FM,10/06/2011,$,62.17,0.0324,0.0888,-0.1119,0.0125,-0.0637,0.0924,-0.1494,0.124,0.0232,-0.1957,-0.1755,0.1149187832,-0.1957,0.124,-0.0294,2815873.79,119,13,Fondo de Fondos,-0.32932722886680155,10.5,-0.03136449798731443,-0.03733051172484103,-0.49887851340250733,Medium
Fondo de Fondos,FF BBVA ESTRATE DINAMICO S/,CONTINENTAL FM,16/03/2007,S/.,114.86,0.0319,0.1077,-0.0968,0.1156,-0.0483,0.0043,-0.1375,0.2119,0.4919,-0.3143,-0.0775,0.2099234445,-0.3143,0.4919,0.0263,17623299.12,1478,17,Fondo de Fondos,0.08588006972683317,10.5,0.008179054259698396,0.007877607533338882,-0.05774672998308733,High
Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA $,CONTINENTAL FM,18/03/2021,$,102.59,0.0235,0.0734,-0.0836,0.0193,,,,,,,,0.0659180552,-0.0836,0.0734,0.0082,2466454.4,76,3,Fondo de Fondos,0.026210709626348035,3.5,0.0074887741789565814,0.007419703646147413,-0.19084750476456086,Medium Low
Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA S/,CONTINENTAL FM,19/03/2007,S/.,136.41,0.0221,0.0875,-0.0717,0.045,-0.0087,0.0424,-0.0692,0.1177,0.2597,-0.1628,-0.0215,0.1117935175,-0.1628,0.2597,0.0219,13276790.67,2010,17,Fondo de Fondos,0.19620498589910285,10.5,0.01868618913324789,0.01720868118933372,-0.024968521190562608,Medium
Fondo de Fondos,FF CC LATAM INNOVACION,CREDIFONDO SAF,07/03/2023,$,89.49,-0.1737,0.0735,,,,,,,,,,0.1747967963,-0.1737,0.0735,-0.0501,2938832.51,405,1,Fondo de Fondos,-0.11296695,1.5,-0.0753113,-0.07680551585477924,-0.5538174491976043,Medium High
Fondo de Fondos,FF CC RENTA GLOBAL INV GRADE,CREDIFONDO SAF,11/10/2022,$,109.02,0.0085,0.0635,0.0124,,,,,,,,,0.0306904437,0.0085,0.0635,0.0281,64372503.74,358,2,Fondo de Fondos,0.08583924289999985,2.5,0.03433569715999994,0.03348984422155188,0.43954542832340604,Low
Fondo de Fondos,FF Creci Inmobiliario EEUU,EL DORADO SAF,01/04/2021,$,0.0,,,,,,,,,,,,,0.0,0.0,,96821559.42,240,3,Fondo de Fondos,,,,,,
Fondo de Fondos,-FF Creci Inmobiliario EEUU SERIE A,EL DORADO SAF,01/04/2021,$,109.63,0.006,0.023,0.0214,0.0427,,,,,,,,0.015048228,0.006,0.0427,0.0233,,186,3,Fondo de Fondos,0.09604615152163987,3.5,0.02744175757761139,0.026548963904671652,0.435198343929375,Low
Fondo de Fondos,-FF Creci Inmobiliario EEUU SERIE B,EL DORADO SAF,01/04/2021,$,109.64,0.006,0.023,0.0214,0.0427,,,,,,,,0.015048228,0.006,0.0427,0.0233,,54,3,Fondo de Fondos,0.09604615152163987,3.5,0.02744175757761139,0.026548963904671652,0.435198343929375,Low
Fondo de Fondos,FONDO D FONDOS DEUDA LATAM,CREDIFONDO SAF,08/07/2012,$,132.15,0.0456,0.0594,-0.0928,-0.0013,0.0227,0.1331,-0.0434,0.0983,0.1288,-0.0638,0.0277,0.0751301283,-0.0928,0.1331,0.0286,99147351.12,571,12,Fondo de Fondos,0.32703838238993826,10.5,0.03114651260856555,0.027313958273645023,0.0973505361848959,Medium Low
Fondo de Fondos,Fondo de F. Cred. Cons. Global,CREDIFONDO SAF,14/12/2017,$,159.11,0.0243,0.144,-0.1717,0.1929,0.1119,0.2572,-0.0309,0.0072,,,,0.1372865297,-0.1717,0.2572,0.0669,140270837.4,1052,7,Fondo de Fondos,0.5797898178621409,7.5,0.07730530904828545,0.06286941015551806,0.3122623191743338,Medium
Fondo de Fondos,Independiente Agresivo $,INDEPENDIENTE SAF,12/07/2021,$,112.71,0.1027,0.1511,-0.128,0.0183,,,,,,,,0.1223467579,-0.128,0.1511,0.036,23037223.29,1866,3,Fondo de Fondos,0.127100538278072,3.5,0.03631443950802057,0.03477630045088542,0.12077394370321456,Medium
Fondo de Fondos,PHI DEUDA INTERNACIONAL,PRUDENTIALSAF SAF,22/05/2023,$,0.0,,,,,,,,,,,,,0.0,0.0,,1190470.79,21,1,Fondo de Fondos,,,,,,
Fondo de Fondos,-PHI DEUDA INTERNACIONAL SERIE A,PRUDENTIALSAF SAF,22/05/2023,$,9.92,-0.0206,0.0132,,,,,,,,,,0.0239002092,-0.0206,0.0132,-0.0037,,14,1,Fondo de Fondos,-0.007671919999999943,1.5,-0.0051146133333332955,-0.0051211755501202605,-1.0510860110011195,Low
Fondo de Fondos,-PHI DEUDA INTERNACIONAL SERIE B,PRUDENTIALSAF SAF,22/05/2023,$,10.03,-0.0161,0.0189,,,,,,,,,,0.0247487373,-0.0161,0.0189,0.0014,,7,1,Fondo de Fondos,0.002495709999999889,1.5,0.0016638066666665927,0.0016631153700343848,-0.7409220279680941,Low
Fondo de Fondos,PHI RV ESTRATEGIA GLOBAL,PRUDENTIALSAF SAF,26/06/2023,$,0.0,,,,,,,,,,,,,0.0,0.0,,6454419.18,81,1,Fondo de Fondos,,,,,,
Fondo de Fondos,-PHI RV ESTRATEGIA GLOBAL SERIE A,PRUDENTIALSAF SAF,26/06/2023,$,11.96,0.1057,0.0797,,,,,,,,,,0.0183847763,0.0797,0.1057,0.0927,,75,1,Fondo de Fondos,0.19382428999999973,1.5,0.12921619333333315,0.12536552675872992,5.731129116797027,Low
Fondo de Fondos,-PHI RV ESTRATEGIA GLOBAL SERIE B,PRUDENTIALSAF SAF,26/06/2023,$,12.13,0.1131,0.0877,,,,,,,,,,0.0179605122,0.0877,0.1131,0.1004,,6,1,Fondo de Fondos,0.21071886999999975,1.5,0.1404792466666665,0.13595782503064613,6.456264929384704,Low
Fondo de Fondos,Scotia FdF CP Internacional,SCOTIA FONDOS,24/09/2021,$,10.7,0.0212,0.0321,-0.022,-0.0041,,,,,,,,0.0244656221,-0.022,0.0321,0.0068,2896979.42,34,3,Fondo de Fondos,0.026566697470904187,3.5,0.00759048499168691,0.0075195396581850815,-0.5101223378176399,Low
Fondo de Fondos,SCOTIA FF INSTITU RF GLOBAL,SCOTIA FONDOS,26/07/2023,$,1075.01,0.018,0.0473,,,,,,,,,,0.0207182287,0.018,0.0473,0.0327,103574492.3,31,1,Fondo de Fondos,0.06615139999999997,1.5,0.044100933333333314,0.04362847710495332,1.1404680123524904,Low
Fondo de Fondos,Scotia Fondo de F. Acc. Europa,SCOTIA FONDOS,20/03/2018,$,11.83,0.0921,0.2338,-0.2674,0.0829,0.0873,0.2057,-0.1684,,,,,0.1869511344,-0.2674,0.2338,0.038,32887421.51,207,6,Fondo de Fondos,0.16537466036247792,6.5,0.025442255440381218,0.02382439262884306,0.020456643074764143,Medium High
Fondo de Fondos,SCOTIA FONDO DE F. ACC. US,SCOTIA FONDOS,19/06/2014,$,24.76,0.1791,0.3052,-0.2852,0.2695,0.1265,0.1987,-0.0475,0.2565,0.0328,0.0277,0.0228,0.1725835987,-0.2852,0.3052,0.0987,118501749.4,608,10,Fondo de Fondos,1.450120462165269,10.5,0.13810671068240657,0.0890942627435467,0.40035242783210484,Medium High
Fondo de Fondos,SCOTIA FONDO DE F. DEUDA HY,SCOTIA FONDOS,28/03/2018,$,10.92,0.015,0.0999,-0.1286,0.0172,0.0091,0.096,-0.0173,,,,,0.0768614524,-0.1286,0.0999,0.013,45431210.52,176,6,Fondo de Fondos,0.07549616909355052,6.5,0.011614795245161617,0.011260171157515986,-0.11370886926518727,Medium Low
Fondo de Fondos,Scotia Fondo de F. Deuda IG,SCOTIA FONDOS,05/04/2018,$,10.09,0.0143,0.0572,-0.1308,-0.037,0.0298,0.075,0.0005,,,,,0.0688666448,-0.1308,0.075,0.0013,55822107.35,188,6,Fondo de Fondos,-0.00585889870303447,6.5,-0.0009013690312360723,-0.0009036114024795205,-0.30353753204017747,Medium Low
Fondo de Fondos,SFdF Acciones Emergentes,SCOTIA FONDOS,19/08/2014,$,4.33,0.0571,0.0629,-0.3307,-0.0097,-0.1362,0.0579,-0.1933,0.2462,0.2347,-0.3708,-0.1775,0.2078919256,-0.3708,0.2462,-0.0509,22246761.41,226,10,Fondo de Fondos,-0.5628406481819449,10.5,-0.053603871255423326,-0.0757803103828808,-0.46072164710797603,High
Fondo de Fondos,SFdF DISTRIBUTIVO HY,SCOTIA FONDOS,03/11/2020,$,979.48,-0.0088,0.0431,-0.1227,-0.025,0.1089,,,,,,,0.0858348705,-0.1227,0.1089,-0.0009,5783674.62,23,4,Fondo de Fondos,-0.019308598973905192,4.5,-0.004290799771978932,-0.0043233926293225755,-0.283374256728477,Medium Low
Fondo de Fondos,SFdF Distributivo HY II,SCOTIA FONDOS,12/09/2020,$,795.14,-0.0077,0.0343,-0.187,-0.0538,0.0104,,,,,,,0.0878926789,-0.187,0.0343,-0.0408,84765869.1,208,4,Fondo de Fondos,-0.20226923192661972,4.5,-0.04494871820591549,-0.04897858067325267,-0.7848046223705746,Medium Low
Fondo de Fondos,SFdF DISTRIBUTIVO IG,SCOTIA FONDOS,03/11/2020,$,936.68,-0.0046,0.0315,-0.1167,-0.0233,0.0585,,,,,,,0.0670842903,-0.1167,0.0585,-0.0109,226009983.2,343,4,Fondo de Fondos,-0.062379381045531375,4.5,-0.01386208467678475,-0.014211355911718293,-0.5099756702906983,Medium Low
Fondo de Fondos,SFdF Igualdad de Genero,SCOTIA FONDOS,17/09/2021,$,10.36,0.114,0.143,-0.2236,0.0489,,,,,,,,0.1674712388,-0.2236,0.143,0.0206,7567654.36,76,3,Fondo de Fondos,0.03693380559992008,3.5,0.010552515885691451,0.010416187438133662,-0.05722661771978448,Medium High
Fondo de Fondos,SURA ACC. NORTEAMERICANAS,FONDOS SURA SAF,21/02/2014,$,26.34,0.1407,0.2341,-0.1909,0.1929,0.1781,0.2678,-0.0723,0.1765,0.0867,-0.0039,0.0867,0.1392251133,-0.1909,0.2678,0.0997,89678188.01,749,10,Fondo de Fondos,1.6054497368504053,10.5,0.15289997493813384,0.09548863434538335,0.5422055874554877,Medium
Fondo de Fondos,SURA ACCIONES GLOBALES,FONDOS SURA SAF,24/07/2018,$,14.79,0.0953,0.1976,-0.2098,0.1377,0.129,0.2325,-0.107,,,,,0.1637979243,-0.2098,0.2325,0.0679,42033760.3,463,6,Fondo de Fondos,0.46535208701333347,6.5,0.07159262877128207,0.0605460639613391,0.24753710484803193,Medium High
Fondo de Fondos,SURA BONOS GLOBALES,FONDOS SURA SAF,26/09/2017,$,0.0,,,,,,,,-1.0,,,,,-1.0,-1.0,-1.0,61372476.05,325,7,Fondo de Fondos,-1.0,1,-1.0,-1.0,,
Fondo de Fondos,-SURA BONOS GLOBALES SERIE A,FONDOS SURA SAF,26/09/2017,$,103.9,0.0109,0.0583,-0.0782,-0.0117,0.037,0.0816,-0.0617,,,,,0.0597453963,-0.0782,0.0816,0.0052,,249,7,Fondo de Fondos,0.02572193537911133,6.5,0.003957220827555589,0.0039148263561012975,-0.26922867099466713,Medium Low
Fondo de Fondos,-SURA BONOS GLOBALES SERIE B,FONDOS SURA SAF,26/09/2017,$,84.86,-0.0059,0.0189,-0.1094,-0.0433,0.002,0.0713,-0.0733,,,,,0.060426039,-0.1094,0.0713,-0.02,,81,7,Fondo de Fondos,-0.14150436713917755,6.5,-0.021769902636796547,-0.023199529692064402,-0.714915794696793,Medium Low
Fondo de Fondos,SURA CAPITAL ESTRATEGICO I,FONDOS SURA SAF,10/02/2013,S/.,0.0,,,,,,,,,,,,,0.0,0.0,,12949051.87,324,11,Fondo de Fondos,,,,,,
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO I SERIE A,FONDOS SURA SAF,10/02/2013,S/.,140.35,0.0474,0.0406,-0.1345,0.0105,0.1127,0.0632,0.014,0.0707,0.0074,0.0823,0.0321,0.063980973,-0.1345,0.1127,0.0315,,204,11,Fondo de Fondos,0.3777485983321418,10.5,0.0359760569840135,0.03098959810248947,0.1717635351136262,Medium Low
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO I SERIE B,FONDOS SURA SAF,10/02/2013,S/.,144.03,0.0487,0.0431,-0.1325,0.0129,0.1153,0.0657,0.0164,0.0733,0.0098,0.0849,0.0346,0.0641184104,-0.1325,0.1153,0.0338,,122,11,Fondo de Fondos,0.41261323643956416,10.5,0.03929649870852992,0.03344633781609474,0.20971102889498236,Medium Low
Fondo de Fondos,SURA CAPITAL ESTRATEGICO II,FONDOS SURA SAF,10/02/2013,S/.,0.0,,,,,,,,,,,,,0.0,0.0,,20720545.77,476,11,Fondo de Fondos,,,,,,
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO II SERIE A,FONDOS SURA SAF,10/02/2013,S/.,142.54,0.0675,0.0558,-0.1228,0.0156,0.1253,0.0798,-0.025,0.1022,-0.001,0.0572,0.0069,0.0689719548,-0.1228,0.1253,0.0329,,262,11,Fondo de Fondos,0.3943008897471506,10.5,0.03755246569020482,0.03216288517940957,0.17634537421302104,Medium Low
Fondo de Fondos,-SURA CAPITAL ESTRATEGICO II SERIE B,FONDOS SURA SAF,10/02/2013,S/.,145.87,0.0688,0.0583,-0.1207,0.018,0.1279,0.0824,-0.0227,0.1048,-0.0014,0.0597,0.0092,0.0692069111,-0.1207,0.1279,0.0349,,220,11,Fondo de Fondos,0.4253180168346725,10.5,0.040506477793778334,0.03432795896608187,0.20703075369710977,Medium Low
Fondo de Fondos,SURA DEUDA PRIV. GLOBAL,FONDOS SURA SAF,30/06/2022,$,10074.99,0.0052,0.0,0.0023,,,,,,,,,0.0026057628,0.0,0.0052,0.0025,107998646.8,292,2,Fondo de Fondos,0.007511959999999931,2.5,0.0030047839999999726,0.0029980394524549148,-6.524753729520233,Low
Fondo de Fondos,Sura Real Estate Global Income,FONDOS SURA SAF,07/05/2018,$,11498.41,-0.0452,-0.1216,0.0551,0.1873,0.0479,0.0366,0.005,,,,,0.0954915952,-0.1216,0.1873,0.0236,977081116.8,2297,6,Fondo de Fondos,0.14698023707032107,6.5,0.02261234416466478,0.021321446186795434,0.01383835073681368,Medium Low
Fondo de Fondos,SURA SELECCION GLOBAL I,FONDOS SURA SAF,09/08/2016,$,0.0,,,,,,,,,,,,,0.0,0.0,,40056741.07,280,8,Fondo de Fondos,,,,,,
